mean,std,skw,kur,num_n_pks,num_p_pks,mean_pk_width,mean_pk_height,max_pk_width,max_pk_height,min_pk_width,min_pk_height
1.00E-05,0.376550788,-0.923589362,791.2975184,45,67,11.55205671,7.409159527,1114.366881,21.43247342,0.624689788,5.001748213
-6.14E-05,0.435126009,-0.413831502,226.5090466,28,27,49.41958852,7.526720951,994.0813297,15.44641115,0.654606021,5.01591433
1.31E-05,0.449355502,-1.802991,1016.404115,47,51,5.336583625,7.025040066,382.3882594,24.49626439,0.745710329,5.005455756
-2.26E-05,0.354743324,-0.498918493,3098.70133,76,114,58.2896554,7.666801526,8060.059852,14.02347407,0.851177442,5.024144844
-0.000125307,0.380060664,-1.932842792,354.2774989,78,51,226.9680798,7.835341861,16841.4012,18.19588985,0.52459311,5.038066616
-9.25E-05,0.329481052,0.937059247,1199.423122,93,92,105.3993539,7.045106887,17067.43015,13.28607746,0.745439571,5.002370236
-4.08E-05,0.490081661,-0.576810958,296.3910011,72,81,126.5785885,7.694904355,11626.4569,18.63767441,0.771684565,5.015560024
9.10E-05,0.438033458,2.097355579,242.9110327,48,50,202.9759281,8.128526615,14448.4039,23.07836703,0.512517059,5.056969299
-3.63E-05,0.346098975,-0.077323294,598.4099968,70,63,4.921685454,6.885833243,481.4963669,10.81870167,0.815085351,5.046836098
-7.83E-05,0.338049765,-0.312828343,24.27149998,6,2,1.815638558,6.994599696,4.844597474,9.173376292,0.851067996,5.20328507
3.40E-05,0.682488025,0.303211554,13.74659599,12,16,79.78480967,8.673905116,719.006663,16.58561609,0.536511716,5.071418543
-0.000100588,0.53672039,-0.321645767,18.77163816,8,8,179.4638518,7.584434501,887.1204148,14.89734424,1.226357738,5.007858809
6.44E-06,0.714184245,44.17783672,12961.50157,73,94,60.89986343,8.275858001,3798.637281,96.90264571,0.688214569,5.103187108
-1.97E-05,0.744673431,-25.42181264,9302.075672,45,59,38.99328991,7.869785542,1352.714042,20.64241715,0.654114116,5.044448869
-0.000121639,0.75672408,18.96546918,7404.987717,83,77,543.2381092,7.255870928,84114.12758,49.8964954,0.820907486,5.019826294
5.45E-05,1.652553727,0.07528623,0.130605337,122,257,35.99361929,5.630897264,826.0804849,17.15949022,0.507538651,5.002297589
2.38E-05,1.378236558,0.059931755,0.095256876,44,119,35.51029277,5.393637397,112.1181108,8.929392443,2.45620152,5.004396936
-7.52E-05,1.033330513,-0.116773689,6.358361081,34,52,56.69261838,7.360007675,1024.546171,20.04081311,0.513011074,5.035332371
3.70E-05,0.455304637,-1.767101935,256.5739747,105,115,24.16074711,7.786296443,1960.884029,17.88705394,0.592161125,5.015107942
6.05E-05,0.328713141,-0.288650942,53.03650297,14,32,2.694087184,6.798870226,7.025653096,13.49201446,1.131220828,5.062928927
3.10E-05,0.501007724,2.269373813,161.772383,88,116,89.4618361,7.737780908,12065.46868,27.08427478,0.60850635,5.023426133
-4.63E-05,0.886825509,-1.699512266,3453.644302,19,20,83.3112999,11.55915363,1167.75619,53.71229776,0.503292606,5.08073418
-1.30E-05,0.791413104,1.906404549,701.8886821,9,9,160.1393069,12.15860796,1068.697783,88.8309192,0.907167232,5.022022593
0.000111003,0.318695787,-7.239930426,25493.65227,0,0,0,0,0,0,0,0
-0.000103333,0.689971334,0.035507809,84.82724574,6,8,1.965424616,10.49053905,5.19902958,18.87075096,0.941037682,5.069044922
-8.03E-05,0.693292489,-1.328981806,826.8581742,44,27,70.54022815,7.206426101,2906.565917,18.01064214,0.573383749,5.013944319
1.94E-06,0.411926938,-4.09295635,1057.756002,48,14,448.1614873,13.35668384,9019.636442,26.99554207,0.555246703,5.062421138
0.00039005,1.373869791,0.00739853,6.481266807,84,94,261.1624448,6.661843781,1122.800999,11.87324014,0.513313402,5.020616678
-0.000251845,1.472504916,0.098015836,6.94860221,160,154,221.7267573,6.309581211,1279.984538,24.84748611,0.503828244,5.009622322
-0.000398958,1.077387969,-0.115254883,11.18809826,37,37,376.6752123,6.653624397,1081.151629,20.5819397,0.568009345,5.083479799
0.000161435,0.242167763,-3.456376829,1403.294809,7,3,59.57592991,8.384164222,562.8207147,13.42095902,0.519007264,5.131895036
-2.67E-05,0.257381233,3.257562017,487.0164931,2,2,146.503098,9.08975101,551.0959825,12.96911311,2.090472958,7.062635514
0.000116026,0.105495558,-1.385288402,31215.54722,1,2,12696.01048,7.198186006,38085.74855,8.144480999,1.067517372,6.199311943
1.39E-05,0.583623917,-4.207444166,30994.06688,30,26,2353.446583,8.919265393,112081.0181,56.75144715,0.787239101,5.00403678
-3.07E-05,0.678691009,-0.975899401,19889.69378,12,19,1885.743057,12.93952365,52951.37587,82.60066507,0.675553711,5.113802217
-7.40E-05,0.681256143,-3.067073971,11901.40615,55,42,1749.98595,11.53875717,141382.2907,91.16519094,0.713037785,5.081031038
-5.22E-05,0.845583265,-0.188602269,9.332918299,94,112,7.225433863,6.125642882,363.4889417,17.66683407,0.572587318,5.000904296
6.57E-05,1.08239703,0.109664915,6.661643972,333,320,7.684330809,5.897273075,482.9087539,21.12821003,0.523176598,5.001487598
-1.99E-05,1.032137793,-0.042138558,3.239257319,218,180,5.262838523,5.607402403,121.8647527,11.44802101,0.738872311,5.000425508
-6.12E-05,2.048811419,-3.052794872,1382.763109,52,40,277.6321312,7.6955058,2208.169837,92.61954159,0.515676491,5.011646677
-2.22E-05,1.369849486,-0.393203024,61.47701263,66,37,335.1511046,6.945655356,1248.945242,20.62046464,0.516935337,5.140981823
-6.66E-05,1.71203069,-0.704308286,1909.603944,21,18,398.9864492,25.58496364,3977.411088,98.1991265,0.570904307,5.181903242
1.02E-05,1.51257176,0.009607307,4.92208572,529,547,59.39810821,6.618441304,1021.143079,11.546452,0.503249195,5.00384686
0.000110925,1.514073906,0.043594143,4.710744932,471,541,76.51821766,6.264084062,1045.300386,16.06342601,0.502440196,5.001587766
-0.00018447,1.177481396,-0.224751897,12.8941157,240,209,108.2810275,6.18408086,1712.859482,24.08144331,0.508447107,5.005299767
0.000237884,3.824924866,-0.481746731,455.0688999,346,308,134.9770396,8.437681244,49739.12189,99.29592026,0.517371017,5.006304827
4.35E-05,1.944105617,-0.488276121,389.5454504,436,476,142.5699073,6.734245426,30011.74092,93.01479032,0.506259483,5.002594883
-0.000616917,3.365001571,-0.019763688,693.1017372,294,269,36.0256329,6.554921936,1426.947116,46.57084975,0.501810287,5.003989252
-4.72E-05,1.311550508,-0.027034761,1.268602535,23,17,65.51696183,6.85152491,727.6109692,17.06348151,0.533396408,5.020031166
-8.61E-06,1.105855454,0.029990979,0.070677519,5,4,31.37381058,6.434816366,181.5625815,9.461587092,0.986613739,5.118850771
0.000174736,0.870142072,0.43466948,18.94156585,29,28,84.93924571,8.129777638,1316.117347,23.77685905,0.536956339,5.006527246
2.41E-05,0.738892944,4.546629672,4987.954485,16,16,23.81981892,7.694654742,612.7064639,19.67366276,0.690764848,5.053976576
-1.94E-05,0.936529264,-0.795517409,2759.054055,12,12,3.998554197,7.131023898,38.23388796,21.48541052,0.756733993,5.009546132
-0.000113486,0.891885193,-4.671316408,1215.889607,43,32,67.54502953,10.41091044,1594.527614,89.29953691,0.542425928,5.000992626
-2.49E-06,1.337633754,0.040977799,30.80349999,207,203,8.413955508,7.255513308,493.4051412,18.94292101,0.781945841,5.001353736
-5.50E-05,1.08307109,-0.202138155,29.90827567,265,257,73.23191884,7.259434639,12437.08219,37.1075363,0.592969701,5.00458873
-7.45E-05,0.808854657,-0.255615514,55.5830581,317,339,10.59156064,7.289213774,4285.49793,19.14060449,0.512634406,5.001414232
6.56E-06,0.280560059,1.413967576,704.2760573,36,54,142.0419795,7.35052442,6727.23043,13.47809265,0.819290901,5.004335436
-1.21E-06,0.266459868,1.535015771,221.7350411,15,22,912.8823031,6.896995393,22787.51425,14.69463238,0.736407473,5.080199464
-0.000135893,0.427874647,-2.189283633,259.6071822,54,47,57.08518236,7.478198887,3174.125267,17.94538465,0.562881966,5.035992037
0.000102691,0.65070102,0.5391137,511.819395,57,59,10.83258275,8.090768281,550.008826,23.31363259,0.744963372,5.035961371
2.61E-05,0.661388077,-1.850281045,449.6944396,70,55,154.8925429,7.77217061,10779.20296,20.46424201,0.537535931,5.03160937
9.38E-05,0.295385865,2.0036876,3882.572215,64,66,526.9347833,7.44674417,68293.22915,27.00452879,0.852105583,5.011944994
-8.02E-05,0.542756355,1.063184505,59.12037867,5,7,128.1094607,11.5939491,962.9985799,20.04560922,0.580077883,5.416437553
-0.000224157,0.531457776,-0.724950174,49.4777113,7,2,173.0323172,12.52334245,982.2108818,18.94697261,0.513413557,5.130507519
0.00016079,0.171969203,-0.11632113,32.66538175,0,0,0,0,0,0,0,0
-0.000152831,1.575298961,-0.080978068,4.872841188,408,445,79.66118096,6.526503446,1250.174684,23.28522082,0.500463925,5.001991836
7.50E-05,1.572627086,-0.023311783,3.457816567,521,544,71.17519111,6.093645103,1037.442314,11.14958358,0.502985808,5.001774121
8.29E-05,1.18686607,0.027549585,6.296704729,198,204,110.1315187,5.955073283,1075.957442,12.54907567,0.507405727,5.000917189
-5.23E-05,0.073381435,1.191982346,5516.302644,9,9,1.32622919,9.014372819,1.825398253,10.36640271,0.851194613,7.470444316
-0.000160442,0.29379673,4.125088743,566.3326824,3,6,202.4522979,11.53770764,1224.75188,17.38631454,0.541424058,5.228717805
4.33E-05,0.24825594,-3.385646591,710.9361673,4,4,73.67851264,8.794592399,549.8179924,14.04935442,0.563785018,5.125446641
0.000179413,1.459190003,0.031668279,1.106958623,28,39,91.8672537,7.115437473,1044.103193,15.93833204,0.503763893,5.030485218
6.87E-05,1.273430597,-0.029115334,0.220629694,7,3,67.32208636,9.396240098,358.0875596,15.63545911,0.587201024,5.073670799
1.65E-05,0.846464382,-0.163291323,3.840737483,7,5,123.0543002,9.119734613,843.9439907,16.57332822,0.574176178,5.149476532
3.15E-05,1.933797719,-0.178469984,61.656892,669,600,58.7443302,5.665516143,45098.18033,17.06499365,0.550823944,5.002183352
-4.28E-05,1.643664339,0.027579673,4.388206355,325,257,51.82238999,6.169197517,17842.46505,26.20683299,0.502479983,5.000198076
-4.82E-05,1.296699958,0.117581358,62.32766165,20,8,5247.174885,7.026224501,146644.9349,18.68594606,0.575689085,5.008945227
3.68E-05,0.438065216,1.417551037,92.00672813,34,47,9.256894267,7.128550479,613.4555128,18.12556206,0.888522712,5.092966823
-0.000118975,0.396429449,-0.1954283,12.82096554,9,10,15.71875168,7.163620334,250.8595672,17.20901961,0.647047914,5.042162168
-4.65E-05,0.46970042,-0.211013857,19.37511421,41,42,1.371437188,6.536331942,4.759696457,11.3486714,0.861305989,5.002736576
-5.15E-05,0.269705379,-0.068561134,25.77666237,2,4,1.03385708,7.124055061,1.344944184,11.64716327,0.832544399,5.150165803
5.87E-05,0.377399117,1.560119558,105.0998673,3,12,55.19811743,9.267083136,790.6343037,15.48337299,0.662301187,5.226071062
-9.36E-05,0.43856025,-1.671085168,131.4747788,11,13,137.9101093,8.504268707,1251.681783,17.75944045,0.519596446,5.034773906
-4.43E-05,0.241563264,4.011903833,12574.59031,8,4,3775.588295,8.31992114,17316.15548,21.83372891,0.918082356,5.206391129
-0.000146963,0.34833619,10.02943734,2244.303786,7,10,3571.262439,10.76714453,47984.92791,22.21142431,0.557086547,5.272273403
0.000526102,0.348674033,-27.17105732,11288.60606,5,9,12640.75844,7.406326435,116165.7273,9.882713351,0.930258651,5.265512737
3.77E-06,0.466407887,4.369893508,2601.311601,156,141,81.96954021,7.363709505,9305.28438,14.10941356,0.740340272,5.008278014
-3.04E-05,0.441496171,-0.610941564,362.9556678,143,193,60.24777877,8.07004527,4435.604174,19.22947818,0.586037772,5.017772823
1.88E-05,0.467889982,-0.579282966,2085.364477,144,146,57.78615472,7.27272227,4435.926128,15.50366562,0.711604934,5.00026727
-0.000148333,1.261945792,-0.038500849,78.50354392,67,59,37.84204469,7.296195934,1344.746195,19.04628495,0.516798279,5.01500755
-3.37E-05,0.996027774,0.232054042,31.23042955,174,168,9.14209598,7.174032294,1047.761581,22.30737374,0.603255038,5.014909394
-0.000113046,0.731940085,0.224766219,75.37893877,260,258,11.40425607,7.430619818,4584.054182,16.46741938,0.664723203,5.004141374
0.000126652,0.976308195,-0.00229446,5.604737825,13,14,15.18802248,7.809641528,329.8767425,16.55056473,0.538744459,5.029298433
0.000194586,0.779134049,-0.172543756,154.0959992,5,6,210.8948343,7.788035124,1755.412577,11.56448596,0.54113553,5.037937287
2.23E-05,0.599819189,-0.893910316,102.3367777,12,11,145.1394632,9.876871755,1328.493671,18.71659875,0.552100933,5.07021369
-1.09E-05,2.997735503,0.395156602,736.7025908,87,85,131.7749785,10.68357356,1140.634332,98.38197956,0.507278335,5.002063337
-3.15E-05,1.655577583,-0.328467578,237.3966244,142,139,147.6508168,6.583808888,1106.167976,25.80952948,0.505723101,5.000587187
8.52E-05,2.797165093,0.42996785,979.7010048,67,65,368.9564119,9.381715359,28063.44173,88.38651273,0.683178655,5.002449771
5.19E-05,1.016570321,0.106039159,11.06401463,21,23,324.5330539,6.545997129,1047.46327,12.90075619,0.530173904,5.007266471
5.95E-05,1.208595197,-0.027724979,9.872901098,28,40,359.5859012,7.222377934,1295.339793,20.92025445,0.530275718,5.050794738
9.31E-05,0.998190647,0.035211522,10.47159111,15,25,377.7974763,6.0039537,1021.947586,7.898968693,0.505130344,5.02192489
-4.70E-05,1.265102636,0.215372433,102.6471316,18,14,107.6391228,8.594857311,3298.885414,14.96960731,0.762223794,5.093940313
5.98E-05,1.304663847,0.397845302,670.5611175,166,80,67.73087062,7.420665131,9156.383067,23.89091002,0.50028438,5.003731757
3.32E-06,0.928711233,-0.013686952,511.6786397,31,41,1024.722683,9.848264232,18255.47926,32.59322716,0.631211226,5.023759947
-5.17E-05,0.23375149,-0.80000378,1808.447114,24,23,142.0002532,8.593824815,6029.444193,11.40644943,0.505548765,5.185243463
-0.000123792,0.14365729,5.815626648,2009.090638,10,10,4.697393113,7.186384338,28.75264215,12.54779866,1.211856012,5.116631694
0.000258633,0.334533762,3.205126724,1013.43425,27,32,504.9817104,8.558478389,23281.50833,19.86588563,0.596912956,5.119715693
-6.42E-06,3.03E-05,-2.588664445,7.121233397,0,0,0,0,0,0,0,0
-4.67E-05,0.000165419,-2.568881028,6.281912074,0,0,0,0,0,0,0,0
-9.93E-05,0.015989081,-16.41692902,2933.693365,0,0,0,0,0,0,0,0
4.74E-05,1.291467329,-0.12504246,4.176691203,54,17,15.06038115,6.19490645,37.23912723,11.59700497,0.892811588,5.005514507
-4.24E-05,1.165692733,-0.316119793,48.48399665,35,26,63.96231542,7.27306986,915.7228622,18.19394563,0.516857411,5.018235182
2.56E-05,0.905422193,0.238078598,46.9539132,34,36,70.55221724,7.431412262,1108.726657,21.68201088,0.566801402,5.003523637
-0.00013155,1.286681229,-0.039116808,11.52503082,53,41,442.9640244,6.673830853,3585.280529,20.845693,0.513644638,5.021808661
-0.000158647,1.367081682,0.655450804,47.4194565,54,56,379.4929879,7.204163379,3584.072249,26.1123724,0.540069204,5.088446943
5.17E-05,1.075773228,-0.327826594,20.12152979,27,15,562.5895153,7.291490159,3297.609741,22.3102749,0.508156849,5.002391141
-5.02E-05,0.911408493,-0.406525096,1925.579411,51,57,52.42577576,10.02224195,1283.168595,85.19171266,0.576348524,5.087169546
-0.000104897,0.450995641,0.388999352,810.0393162,35,37,23.37642834,6.971200259,766.3131573,17.03080804,0.567181367,5.010496432
3.89E-05,0.286386504,-3.737351963,10527.88505,20,21,2876.542284,7.957571384,117843.8366,21.03706289,0.752910568,5.001509407
-7.44E-05,0.301832146,-7.520159753,10140.24327,43,49,1792.895165,7.426350494,125888.6587,15.42916641,0.757810624,5.035827945
7.12E-05,0.349853363,36.93026341,18205.90774,28,24,154.0060669,9.420241523,7309.999015,52.95781182,0.630281293,5.004680392
3.49E-05,0.500880934,-7.328226494,13109.24679,49,51,301.2219539,8.857697471,9792.45534,32.84704147,0.52311278,5.004006309
3.35E-05,0.222332245,-5.064633156,598.3985973,6,1,82.84928256,11.28880289,558.4012913,14.8821313,0.638814902,6.00972034
8.11E-05,0.351491385,2.258593674,194.9982505,7,6,46.67055791,9.664295076,510.5061537,15.76300369,0.550569441,5.512034914
4.95E-05,0.157930022,-1.731550202,153.721774,1,0,28.86691624,6.022832165,28.86691624,6.022832165,28.86691624,6.022832165
4.83E-05,0.836408077,0.224078745,128.8351196,153,147,36.03001091,7.049055901,7918.329659,14.63908841,0.841199207,5.019103578
5.75E-05,1.170271109,-0.003030424,20.91012053,231,209,17.22459755,6.076184473,782.1563003,26.68649286,0.75296703,5.000513899
-2.04E-07,1.188928612,0.020195415,38.40819722,281,276,10.89529294,6.465344319,1176.152619,16.55057332,0.503878473,5.001759638
-0.000107764,0.761040116,-0.585936497,27.64958522,24,18,110.4505299,8.135419319,1231.492478,24.46182824,0.533610866,5.009720706
3.19E-07,0.739428272,0.045509034,0.992239068,1,6,2.94785183,8.504696089,11.92860718,10.98268151,0.658574126,5.062445599
-1.46E-05,0.276295256,2.331904758,169.9576427,0,6,3.406437685,11.10820567,12.44268197,13.60462384,0.845647328,7.014482202
-1.44E-05,1.133909109,0.24920147,100.2160313,27,34,58.00192064,7.881304443,921.127668,20.30195675,0.504832227,5.112545936
-3.32E-05,0.906325239,0.138429302,27.98963982,11,7,15.52743121,8.022314475,230.3924176,23.79969192,0.725032574,5.165445021
0.000121389,0.330449319,-3.73771206,1244.504678,14,13,1340.019778,9.761424729,23210.79511,21.14890532,0.543591667,5.048839643
-8.10E-05,1.638258251,0.027682776,3.698783003,639,725,48.80309039,6.520505002,981.0804562,13.14350562,0.50163852,5.000209816
2.86E-05,1.620042238,0.039023781,3.561307312,623,661,66.53563919,6.285289239,1038.097384,12.29629116,0.500703226,5.000817369
7.59E-05,1.236305952,-0.18243533,10.61340407,289,269,82.30971998,6.180327821,1332.573777,23.56295836,0.500867174,5.000030859
2.44E-05,1.291324818,-0.114567537,13.29019526,82,77,69.88244129,8.464855103,3973.789657,23.82347929,0.501294983,5.007865657
-0.000129896,1.172861639,-0.033386973,9.846661773,112,90,92.8692042,7.371636611,4439.029346,23.56945562,0.695148576,5.003907459
-1.06E-05,0.748000571,0.062651242,12.57832559,62,58,102.0646345,7.697410277,7871.784696,18.31793324,0.71535332,5.020322807
-9.18E-06,0.124462832,8.432713242,11900.95451,1,3,96178.15225,6.320924267,384707.8359,8.165407733,0.823418179,5.378884622
-4.44E-05,0.285812208,3.690497313,548.262773,1,5,269.6793018,11.52968394,979.3987126,16.40651142,0.552629754,5.120276888
0.000195613,0.243583355,-2.559491689,1966.028426,4,3,88.02179551,7.936543093,574.6324138,11.24934723,1.737279671,5.943717749
-1.97E-05,3.67163136,0.325293631,436.5391064,386,416,102.5751464,7.292478738,11952.61407,89.66795732,0.506403857,5.000087316
-4.59E-05,2.141546314,-0.118686071,127.2806931,881,964,42.49723039,6.525978857,1062.519549,44.35934645,0.50042897,5.000203695
0.000127227,3.219914314,0.17012096,688.9573108,190,146,167.2812105,7.888299273,27016.40605,94.9534879,0.517443465,5.002374893
0.000101666,2.383571446,0.067561985,-0.02098048,1943,2359,25.20142556,5.905755354,179.4857026,16.11189061,0.50103837,5.000018697
0.000186504,2.054925808,0.095603479,0.378570986,1149,1459,22.65449017,5.767083371,496.3656023,22.24680283,0.500952551,5.000933545
7.80E-05,1.577918611,0.0510712,-0.009949342,108,162,22.22221833,5.379556168,126.5516188,7.429436213,0.568489577,5.000250928
-7.04E-05,0.180412067,1.560122728,4156.229633,6,5,4.005481144,6.947430988,27.71208046,9.700211076,0.572539249,5.205339153
-5.04E-06,0.460531684,-1.103087247,567.8557731,15,9,12205.29403,7.49369122,206628.5881,15.48931969,0.634160059,5.018567835
1.87E-05,0.367112901,4.240827013,628.1577336,6,7,16049.04681,11.76529671,206930.6432,20.98433725,0.761690134,5.619052829
6.46E-05,1.132758271,2.190559415,1238.184464,5,10,135.8318509,9.98808793,745.3467807,24.11978728,0.692640773,5.108838355
5.71E-05,0.930319455,-1.043443468,172.5851757,34,52,422.0905213,6.48574123,35710.49715,15.1470788,0.566311393,5.006973011
-4.15E-05,0.588699931,-2.128331063,4738.502592,22,23,42.08565101,8.738639047,1208.6875,20.6780938,0.913974566,5.063147394
3.16E-06,0.657230786,-0.051615976,6.20648539,8,3,1.630981585,6.741244196,5.381077259,8.791314929,0.694381776,5.253165283
-1.66E-05,0.893371309,-0.062892796,3.978628572,28,26,32.3693486,5.809228601,950.6182938,12.76289733,0.628584123,5.004229556
1.51E-05,0.845775796,0.182142305,10.1639833,15,24,98.33228593,7.3532438,1065.579987,16.41683417,0.55260472,5.048927289
-6.45E-05,0.281726582,-4.24473949,1954.075768,17,13,2.035137414,6.6599453,19.25806154,9.326782961,0.505435661,5.014447282
1.84E-05,0.530049115,0.486092568,68.8394414,3,9,436.01456,9.503063726,1465.716877,18.56378476,1.051456225,5.46001021
3.00E-05,0.324681864,-0.223722258,223.3667751,6,4,3.450134806,6.447893446,17.27092429,9.2102021,1.041151602,5.047758045
-1.60E-05,0.738892305,-7.279221721,12415.02918,55,81,58.90506242,8.409686519,1474.406855,73.45500186,0.91406456,5.011364698
-2.91E-05,0.696384042,0.64471343,12426.76876,27,34,19.8474181,10.06313172,694.5925301,83.83421915,0.936592804,5.023358087
-0.000125933,0.728672493,-1.17061031,10128.12654,49,50,23.07181047,8.410079868,1672.114659,71.40009238,0.606561061,5.013795849
1.71E-05,0.502336077,-3.813089381,1195.017424,112,88,468.8247869,8.866839872,63803.911,23.00843553,0.527812248,5.023953148
-0.000157359,0.257006978,14.23322643,2097.947723,41,37,296.0525325,8.253696827,16730.70606,22.01448481,0.561915803,5.371307562
-6.76E-05,0.347459796,0.155633325,3875.316335,72,71,112.9911138,8.390300537,4147.031674,11.30338094,0.691287453,5.111312531
-6.79E-05,1.288138871,0.212215754,134.1248666,39,49,1094.136421,7.119979966,92584.06181,18.66551386,0.526857894,5.017260801
4.56E-05,1.090918929,0.0533482,20.98211581,17,17,577.5655589,8.254283221,19504.90208,21.9172723,0.732740445,5.035034588
6.17E-05,0.905194536,0.309616712,93.39542592,40,44,425.0611519,7.745497452,32708.67784,18.07470999,0.587355021,5.035834376
-0.00017697,0.248508946,-1.336417815,4355.997256,1,2,288.7998099,8.602232688,833.3633766,11.33757556,3.678377511,6.346336791
-6.68E-05,0.143041255,-0.113961889,69.95716348,2,2,2.489815733,6.579923566,3.28552842,8.054879733,2.111251779,5.197159455
0.000133192,0.277799653,-0.900091201,2143.825334,2,2,148.3691034,10.03664147,559.4691514,14.03436341,1.630767202,7.526402271
0.000672735,3.080753593,0.060750396,667.1603257,196,189,351.6831488,7.727835256,44360.32807,85.05727616,0.507086081,5.008047314
-0.000119782,1.763827939,-0.183179513,187.8205315,373,409,90.5543141,6.42489424,1164.440322,31.51257615,0.508659632,5.003303624
